id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,age_group,customer_category,income_group
899,48,Male,134463,32,2,7,Electronics,535.1,Over-forties,"Medium customer",Affluent
900,52,Female,41544,1,10,46,"Home & Garden",720.52,Over-fifties,"Bad customer","Lower-Mid Income"
901,57,Female,135440,46,8,3,"Home & Garden",442.46,Over-fifties,"Medium customer",Affluent
902,55,Female,72193,39,2,6,"Home & Garden",207.44,Over-fifties,"Medium customer","Middle Income"
903,33,Other,106771,23,7,3,Sports,609.8,Over-thirties,"Bad customer","Upper-Mid Income"
904,64,Female,122557,87,2,5,Groceries,344.59,Seniors,"Great customer",Affluent
905,64,Male,139658,77,6,26,Sports,71.97,Seniors,"Great customer",Affluent
906,25,Male,130604,100,4,41,Electronics,355.45,"Young adult","Great customer",Affluent
907,62,Other,113706,19,1,13,"Home & Garden",427.68,Seniors,"Bad customer","Upper-Mid Income"
908,59,Other,141567,27,8,30,Sports,95.96,Over-fifties,"Medium customer",Affluent
909,27,Female,89618,49,8,12,Groceries,831.05,"Young adult","Medium customer","Middle Income"
910,55,Other,45562,68,3,30,Groceries,628.34,Over-fifties,"Good customer","Lower-Mid Income"
911,66,Female,55154,93,3,19,Electronics,684.88,Seniors,"Great customer","Lower-Mid Income"
912,54,Male,69676,9,7,30,Clothing,932.68,Over-fifties,"Bad customer","Middle Income"
913,38,Male,45551,100,10,22,Electronics,99.63,Over-thirties,"Great customer","Lower-Mid Income"
914,55,Male,109314,72,10,47,Electronics,438.97,Over-fifties,"Good customer","Upper-Mid Income"
915,18,Other,69502,83,6,32,Sports,236.83,"Young adult","Great customer","Middle Income"
916,26,Male,131020,23,7,22,Groceries,844.88,"Young adult","Bad customer",Affluent
917,49,Other,30523,83,4,38,Electronics,564.48,Over-forties,"Great customer","Lower-Mid Income"
918,36,Female,45458,74,6,19,Groceries,135.23,Over-thirties,"Good customer","Lower-Mid Income"
919,28,Other,57107,82,5,2,"Home & Garden",271.17,"Young adult","Great customer","Lower-Mid Income"
920,60,Other,44555,84,7,28,Electronics,678.42,Seniors,"Great customer","Lower-Mid Income"
921,66,Male,122436,73,7,47,"Home & Garden",666.62,Seniors,"Good customer",Affluent
922,58,Male,105157,51,3,27,Clothing,344.39,Over-fifties,"Good customer","Upper-Mid Income"
923,68,Male,107702,73,4,2,Sports,136.03,Seniors,"Good customer","Upper-Mid Income"
924,20,Male,88778,56,2,28,Groceries,240.93,"Young adult","Good customer","Middle Income"
925,53,Other,32539,22,6,42,"Home & Garden",536.06,Over-fifties,"Bad customer","Lower-Mid Income"
926,39,Female,53091,41,9,3,Groceries,12.45,Over-thirties,"Medium customer","Lower-Mid Income"
927,46,Other,46368,11,7,17,"Home & Garden",869.05,Over-forties,"Bad customer","Lower-Mid Income"
928,28,Male,134592,43,10,25,Clothing,557.04,"Young adult","Medium customer",Affluent
929,35,Male,48768,43,2,5,Electronics,746.74,Over-thirties,"Medium customer","Lower-Mid Income"
930,42,Other,128064,8,8,44,Groceries,316.5,Over-forties,"Bad customer",Affluent
931,59,Male,48329,6,8,26,"Home & Garden",36.76,Over-fifties,"Bad customer","Lower-Mid Income"
932,31,Other,30969,32,9,11,Sports,562.47,Over-thirties,"Medium customer","Lower-Mid Income"
933,18,Male,117893,84,3,24,Electronics,413.27,"Young adult","Great customer","Upper-Mid Income"
934,47,Male,138152,53,2,38,Groceries,129.08,Over-forties,"Good customer",Affluent
935,48,Other,129592,2,3,26,Clothing,748.46,Over-forties,"Bad customer",Affluent
936,51,Male,148784,17,1,50,"Home & Garden",302.81,Over-fifties,"Bad customer",Affluent
937,43,Female,42201,76,1,50,"Home & Garden",106.48,Over-forties,"Great customer","Lower-Mid Income"
938,64,Other,65498,23,5,24,Clothing,351.94,Seniors,"Bad customer","Middle Income"
939,37,Male,70213,84,3,37,"Home & Garden",785.53,Over-thirties,"Great customer","Middle Income"
940,56,Female,51736,3,9,25,"Home & Garden",666.01,Over-fifties,"Bad customer","Lower-Mid Income"
941,54,Male,33706,64,9,1,Clothing,371.93,Over-fifties,"Good customer","Lower-Mid Income"
942,36,Male,33087,69,7,21,Sports,651.8,Over-thirties,"Good customer","Lower-Mid Income"
943,54,Female,140081,100,1,25,Electronics,30.51,Over-fifties,"Great customer",Affluent
944,47,Other,37014,76,5,34,Electronics,880.18,Over-forties,"Great customer","Lower-Mid Income"
945,65,Male,42779,81,5,38,Clothing,594.92,Seniors,"Great customer","Lower-Mid Income"
946,59,Male,149936,80,7,37,Groceries,406.6,Over-fifties,"Great customer",Affluent
947,60,Other,111493,40,10,8,Groceries,190.34,Seniors,"Medium customer","Upper-Mid Income"
948,21,Other,117520,34,3,32,Sports,256.98,"Young adult","Medium customer","Upper-Mid Income"
949,62,Other,128667,37,5,17,Sports,150.62,Seniors,"Medium customer",Affluent
950,45,Other,114390,38,3,9,Groceries,663.25,Over-forties,"Medium customer","Upper-Mid Income"
951,41,Other,134487,7,10,50,Electronics,556.1,Over-forties,"Bad customer",Affluent
952,29,Female,45164,54,8,45,Groceries,915.62,"Young adult","Good customer","Lower-Mid Income"
953,51,Male,104830,43,9,36,Sports,593.92,Over-fifties,"Medium customer","Upper-Mid Income"
954,44,Male,123822,20,4,8,Electronics,209.75,Over-forties,"Bad customer",Affluent
955,30,Male,50661,89,9,22,Sports,630.37,Over-thirties,"Great customer","Lower-Mid Income"
956,60,Other,48802,68,1,40,Groceries,296.76,Seniors,"Good customer","Lower-Mid Income"
957,60,Female,56429,69,9,32,Groceries,894.95,Seniors,"Good customer","Lower-Mid Income"
958,26,Female,41126,37,9,44,Clothing,100.64,"Young adult","Medium customer","Lower-Mid Income"
959,38,Female,99054,59,6,4,Groceries,174.22,Over-thirties,"Good customer","Upper-Mid Income"
960,61,Female,50349,76,9,42,Clothing,957.5,Seniors,"Great customer","Lower-Mid Income"
961,23,Female,60808,96,2,12,"Home & Garden",231.03,"Young adult","Great customer","Middle Income"
962,60,Male,98537,71,9,45,Groceries,725.67,Seniors,"Good customer","Upper-Mid Income"
963,66,Female,72885,1,9,33,Groceries,654.48,Seniors,"Bad customer","Middle Income"
964,26,Other,109221,91,2,44,Sports,660.05,"Young adult","Great customer","Upper-Mid Income"
965,49,Other,94218,4,10,5,Electronics,287.36,Over-forties,"Bad customer","Upper-Mid Income"
966,58,Other,133888,92,10,14,"Home & Garden",628.3,Over-fifties,"Great customer",Affluent
967,46,Female,67361,80,6,25,Sports,350.08,Over-forties,"Great customer","Middle Income"
968,23,Female,74773,16,2,42,Groceries,626.05,"Young adult","Bad customer","Middle Income"
969,61,Other,38209,79,8,40,Sports,724.23,Seniors,"Great customer","Lower-Mid Income"
970,68,Female,40471,28,3,33,Groceries,40.89,Seniors,"Medium customer","Lower-Mid Income"
971,58,Female,51913,14,4,21,"Home & Garden",733.63,Over-fifties,"Bad customer","Lower-Mid Income"
972,41,Male,120294,79,5,44,Clothing,942.03,Over-forties,"Great customer",Affluent
973,43,Male,130645,34,10,5,Groceries,833.69,Over-forties,"Medium customer",Affluent
974,48,Other,75118,84,6,41,Electronics,711.37,Over-forties,"Great customer","Middle Income"
975,49,Female,79546,26,5,12,"Home & Garden",935.73,Over-forties,"Medium customer","Middle Income"
976,30,Male,54930,12,9,13,Electronics,724.88,Over-thirties,"Bad customer","Lower-Mid Income"
977,37,Male,100314,71,5,19,Groceries,692.74,Over-thirties,"Good customer","Upper-Mid Income"
978,45,Female,91381,48,8,16,Sports,253.13,Over-forties,"Medium customer","Upper-Mid Income"
979,66,Female,74055,100,6,17,Sports,318.7,Seniors,"Great customer","Middle Income"
980,45,Female,135047,11,9,42,Clothing,422.93,Over-forties,"Bad customer",Affluent
981,30,Male,117373,32,1,49,"Home & Garden",129.35,Over-thirties,"Medium customer","Upper-Mid Income"
982,59,Other,87884,79,9,28,Groceries,491.55,Over-fifties,"Great customer","Middle Income"
983,68,Female,117203,76,7,38,Electronics,363.94,Seniors,"Great customer","Upper-Mid Income"
984,51,Other,91682,27,9,49,Electronics,990.87,Over-fifties,"Medium customer","Upper-Mid Income"
985,35,Other,82057,66,4,9,Sports,683.93,Over-thirties,"Good customer","Middle Income"
986,66,Other,78149,2,10,9,"Home & Garden",579.27,Seniors,"Bad customer","Middle Income"
987,22,Male,80049,1,10,47,Sports,16.97,"Young adult","Bad customer","Middle Income"
988,26,Male,148451,78,5,14,Groceries,99.19,"Young adult","Great customer",Affluent
989,26,Male,45147,93,1,32,"Home & Garden",750.58,"Young adult","Great customer","Lower-Mid Income"
990,31,Other,45695,36,2,31,Electronics,864.67,Over-thirties,"Medium customer","Lower-Mid Income"
991,21,Other,80264,41,4,26,Sports,458.93,"Young adult","Medium customer","Middle Income"
992,53,Other,83578,97,5,50,Sports,917.08,Over-fifties,"Great customer","Middle Income"
993,22,Female,125479,57,8,27,"Home & Garden",139.75,"Young adult","Good customer",Affluent
994,29,Female,64799,42,5,19,Electronics,967.26,"Young adult","Medium customer","Middle Income"
995,60,Male,71923,25,2,40,Clothing,986.97,Seniors,"Bad customer","Middle Income"
996,57,Male,112170,57,6,1,Clothing,313.64,Over-fifties,"Good customer","Upper-Mid Income"
997,23,Other,65337,76,10,23,Groceries,632.83,"Young adult","Great customer","Middle Income"
998,23,Male,113097,40,5,42,Sports,75.09,"Young adult","Medium customer","Upper-Mid Income"
999,22,Female,113695,63,7,44,Electronics,505.16,"Young adult","Good customer","Upper-Mid Income"
1000,36,Female,90420,7,2,31,Groceries,669.26,Over-thirties,"Bad customer","Upper-Mid Income"
